customer_id,signup_date,acquisition_channel,acquisition_month
645,2025-07-01,Paid Social,2025-07
646,2025-07-11,Paid Social,2025-07
647,2025-07-10,Paid Social,2025-07
648,2025-07-26,Paid Social,2025-07
649,2025-07-11,Paid Social,2025-07
650,2025-07-02,Influencer - Micro,2025-07
651,2025-07-12,Influencer - Micro,2025-07
652,2025-07-27,Organic & Referral,2025-07
653,2025-07-17,Paid Social,2025-07
654,2025-07-10,Organic & Referral,2025-07
655,2025-07-15,Organic & Referral,2025-07
656,2025-07-22,Paid Social,2025-07
657,2025-07-21,Organic & Referral,2025-07
658,2025-07-27,Paid Social,2025-07
659,2025-07-15,Influencer - Macro,2025-07
660,2025-07-14,Influencer - Macro,2025-07
661,2025-07-26,Influencer - Micro,2025-07
662,2025-07-16,Influencer - Micro,2025-07
663,2025-07-03,Paid Social,2025-07
664,2025-07-09,Paid Social,2025-07
665,2025-07-17,Paid Social,2025-07
666,2025-07-29,Paid Social,2025-07
667,2025-07-18,Influencer - Micro,2025-07
668,2025-07-02,Paid Social,2025-07
669,2025-07-05,Paid Social,2025-07
670,2025-07-09,Influencer - Macro,2025-07
671,2025-07-26,Paid Social,2025-07
672,2025-07-31,Paid Social,2025-07
673,2025-07-28,Paid Social,2025-07
674,2025-07-03,Organic & Referral,2025-07
675,2025-07-10,Paid Social,2025-07
676,2025-07-14,Paid Social,2025-07
677,2025-07-18,Influencer - Micro,2025-07
678,2025-07-29,Organic & Referral,2025-07
679,2025-07-14,Paid Social,2025-07
680,2025-07-18,Influencer - Micro,2025-07
681,2025-07-17,Paid Social,2025-07
682,2025-07-08,Paid Social,2025-07
683,2025-07-13,Paid Social,2025-07
684,2025-07-12,Influencer - Micro,2025-07
685,2025-07-01,Paid Social,2025-07
686,2025-07-19,Influencer - Micro,2025-07
687,2025-07-19,Influencer - Micro,2025-07
688,2025-07-14,Influencer - Micro,2025-07
689,2025-07-27,Organic & Referral,2025-07
690,2025-07-17,Paid Social,2025-07
691,2025-08-12,Influencer - Micro,2025-08
692,2025-08-27,Influencer - Micro,2025-08
693,2025-08-08,Organic & Referral,2025-08
694,2025-08-21,Paid Social,2025-08
695,2025-08-28,Influencer - Macro,2025-08
696,2025-08-12,Influencer - Macro,2025-08
697,2025-08-13,Paid Social,2025-08
698,2025-08-07,Influencer - Micro,2025-08
699,2025-08-04,Paid Social,2025-08
700,2025-08-09,Paid Social,2025-08
701,2025-08-23,Influencer - Micro,2025-08
702,2025-08-02,Paid Social,2025-08
703,2025-08-13,Influencer - Micro,2025-08
704,2025-08-28,Paid Social,2025-08
705,2025-08-21,Organic & Referral,2025-08
706,2025-08-29,Paid Social,2025-08
707,2025-08-08,Organic & Referral,2025-08
708,2025-08-04,Influencer - Micro,2025-08
709,2025-08-25,Paid Social,2025-08
710,2025-08-10,Paid Social,2025-08
711,2025-08-01,Paid Social,2025-08
712,2025-08-03,Organic & Referral,2025-08
713,2025-08-30,Influencer - Micro,2025-08
714,2025-08-31,Organic & Referral,2025-08
715,2025-08-01,Organic & Referral,2025-08
716,2025-08-26,Paid Social,2025-08
717,2025-08-06,Paid Social,2025-08
718,2025-08-28,Paid Social,2025-08
719,2025-08-13,Paid Social,2025-08
720,2025-08-06,Paid Social,2025-08
721,2025-08-05,Paid Social,2025-08
722,2025-08-27,Organic & Referral,2025-08
723,2025-08-04,Paid Social,2025-08
724,2025-08-14,Paid Social,2025-08
725,2025-08-31,Paid Social,2025-08
726,2025-08-25,Paid Social,2025-08
727,2025-08-06,Organic & Referral,2025-08
728,2025-08-07,Influencer - Micro,2025-08
729,2025-08-14,Organic & Referral,2025-08
730,2025-08-10,Organic & Referral,2025-08
731,2025-08-26,Organic & Referral,2025-08
732,2025-08-10,Paid Social,2025-08
733,2025-08-13,Organic & Referral,2025-08
734,2025-08-12,Paid Social,2025-08
735,2025-08-16,Paid Social,2025-08
736,2025-08-12,Influencer - Micro,2025-08
737,2025-08-17,Paid Social,2025-08
738,2025-08-01,Paid Social,2025-08
739,2025-08-05,Paid Social,2025-08
740,2025-08-21,Paid Social,2025-08
741,2025-08-09,Organic & Referral,2025-08
742,2025-08-25,Paid Social,2025-08
743,2025-08-30,Paid Social,2025-08
744,2025-08-07,Influencer - Macro,2025-08
745,2025-08-31,Paid Social,2025-08
746,2025-08-25,Paid Social,2025-08
747,2025-08-04,Paid Social,2025-08
748,2025-08-12,Paid Social,2025-08
749,2025-08-25,Organic & Referral,2025-08
750,2025-08-14,Organic & Referral,2025-08
751,2025-08-09,Paid Social,2025-08
752,2025-08-31,Paid Social,2025-08
753,2025-08-12,Paid Social,2025-08
754,2025-08-03,Paid Social,2025-08
755,2025-08-20,Organic & Referral,2025-08
756,2025-08-14,Paid Social,2025-08
757,2025-08-13,Organic & Referral,2025-08
758,2025-08-25,Influencer - Micro,2025-08
759,2025-08-07,Influencer - Macro,2025-08
760,2025-08-01,Organic & Referral,2025-08
761,2025-09-07,Paid Social,2025-09
762,2025-09-27,Influencer - Micro,2025-09
763,2025-09-29,Influencer - Micro,2025-09
764,2025-09-03,Influencer - Micro,2025-09
765,2025-09-21,Organic & Referral,2025-09
766,2025-09-03,Paid Social,2025-09
767,2025-09-19,Influencer - Macro,2025-09
768,2025-09-18,Organic & Referral,2025-09
769,2025-09-15,Influencer - Macro,2025-09
770,2025-09-22,Paid Social,2025-09
771,2025-09-08,Paid Social,2025-09
772,2025-09-22,Organic & Referral,2025-09
773,2025-09-09,Paid Social,2025-09
774,2025-09-10,Paid Social,2025-09
775,2025-09-24,Organic & Referral,2025-09
776,2025-09-09,Influencer - Macro,2025-09
777,2025-09-17,Organic & Referral,2025-09
778,2025-09-20,Organic & Referral,2025-09
779,2025-09-13,Organic & Referral,2025-09
780,2025-09-08,Paid Social,2025-09
781,2025-09-19,Influencer - Micro,2025-09
782,2025-09-06,Paid Social,2025-09
783,2025-09-25,Paid Social,2025-09
784,2025-09-25,Paid Social,2025-09
785,2025-09-27,Organic & Referral,2025-09
786,2025-09-20,Paid Social,2025-09
787,2025-09-14,Paid Social,2025-09
788,2025-09-15,Paid Social,2025-09
789,2025-09-06,Influencer - Micro,2025-09
790,2025-09-25,Influencer - Micro,2025-09
791,2025-09-21,Influencer - Micro,2025-09
792,2025-09-30,Organic & Referral,2025-09
793,2025-09-28,Paid Social,2025-09
794,2025-09-09,Paid Social,2025-09
795,2025-09-27,Paid Social,2025-09
796,2025-09-05,Paid Social,2025-09
797,2025-09-23,Organic & Referral,2025-09
798,2025-09-07,Organic & Referral,2025-09
799,2025-09-19,Paid Social,2025-09
800,2025-09-09,Organic & Referral,2025-09
801,2025-09-18,Paid Social,2025-09
802,2025-09-19,Paid Social,2025-09
803,2025-09-11,Organic & Referral,2025-09
804,2025-09-11,Paid Social,2025-09
805,2025-09-22,Paid Social,2025-09
806,2025-09-13,Paid Social,2025-09
807,2025-09-16,Paid Social,2025-09
808,2025-09-28,Paid Social,2025-09
809,2025-09-13,Paid Social,2025-09
810,2025-09-01,Paid Social,2025-09
811,2025-09-22,Influencer - Micro,2025-09
812,2025-09-01,Organic & Referral,2025-09
813,2025-09-13,Paid Social,2025-09
814,2025-09-18,Organic & Referral,2025-09
815,2025-09-26,Influencer - Micro,2025-09
816,2025-09-27,Paid Social,2025-09
817,2025-09-08,Paid Social,2025-09
818,2025-09-11,Organic & Referral,2025-09
819,2025-09-21,Influencer - Micro,2025-09
820,2025-09-21,Organic & Referral,2025-09
821,2025-09-08,Paid Social,2025-09
822,2025-09-19,Paid Social,2025-09
823,2025-09-28,Paid Social,2025-09
824,2025-09-04,Influencer - Macro,2025-09
825,2025-09-04,Paid Social,2025-09
826,2025-09-23,Paid Social,2025-09
827,2025-09-08,Paid Social,2025-09
828,2025-09-03,Paid Social,2025-09
829,2025-09-08,Paid Social,2025-09
830,2025-09-11,Influencer - Micro,2025-09
831,2025-09-30,Influencer - Macro,2025-09
832,2025-09-01,Influencer - Micro,2025-09
833,2025-09-20,Influencer - Micro,2025-09
834,2025-09-14,Paid Social,2025-09
835,2025-09-14,Influencer - Micro,2025-09
836,2025-10-30,Influencer - Micro,2025-10
837,2025-10-28,Paid Social,2025-10
838,2025-10-11,Organic & Referral,2025-10
839,2025-10-23,Influencer - Macro,2025-10
840,2025-10-03,Influencer - Macro,2025-10
841,2025-10-21,Paid Social,2025-10
842,2025-10-22,Organic & Referral,2025-10
843,2025-10-28,Influencer - Micro,2025-10
844,2025-10-25,Organic & Referral,2025-10
845,2025-10-09,Organic & Referral,2025-10
846,2025-10-28,Paid Social,2025-10
847,2025-10-01,Organic & Referral,2025-10
848,2025-10-07,Paid Social,2025-10
849,2025-10-17,Paid Social,2025-10
850,2025-10-08,Paid Social,2025-10
851,2025-10-19,Organic & Referral,2025-10
852,2025-10-25,Paid Social,2025-10
853,2025-10-01,Paid Social,2025-10
854,2025-10-19,Organic & Referral,2025-10
855,2025-10-21,Paid Social,2025-10
856,2025-10-09,Organic & Referral,2025-10
857,2025-10-11,Organic & Referral,2025-10
858,2025-10-30,Influencer - Micro,2025-10
859,2025-10-04,Influencer - Macro,2025-10
860,2025-10-25,Paid Social,2025-10
861,2025-10-11,Organic & Referral,2025-10
862,2025-10-29,Paid Social,2025-10
863,2025-10-09,Paid Social,2025-10
864,2025-10-18,Influencer - Macro,2025-10
865,2025-10-11,Paid Social,2025-10
866,2025-10-19,Paid Social,2025-10
867,2025-10-14,Influencer - Micro,2025-10
868,2025-10-31,Organic & Referral,2025-10
869,2025-10-29,Influencer - Micro,2025-10
870,2025-10-16,Organic & Referral,2025-10
871,2025-10-14,Influencer - Micro,2025-10
872,2025-10-23,Organic & Referral,2025-10
873,2025-10-24,Paid Social,2025-10
874,2025-10-07,Influencer - Macro,2025-10
875,2025-10-12,Influencer - Macro,2025-10
876,2025-10-25,Influencer - Macro,2025-10
877,2025-10-25,Paid Social,2025-10
878,2025-10-04,Organic & Referral,2025-10
879,2025-10-27,Paid Social,2025-10
880,2025-10-10,Paid Social,2025-10
881,2025-10-29,Paid Social,2025-10
882,2025-10-02,Paid Social,2025-10
883,2025-10-31,Paid Social,2025-10
884,2025-10-19,Paid Social,2025-10
885,2025-10-04,Paid Social,2025-10
886,2025-10-22,Organic & Referral,2025-10
887,2025-10-01,Paid Social,2025-10
888,2025-10-12,Influencer - Macro,2025-10
889,2025-10-08,Influencer - Micro,2025-10
890,2025-10-24,Paid Social,2025-10
891,2025-10-01,Paid Social,2025-10
892,2025-10-08,Organic & Referral,2025-10
893,2025-10-05,Paid Social,2025-10
894,2025-10-02,Paid Social,2025-10
895,2025-10-27,Paid Social,2025-10
896,2025-10-16,Influencer - Micro,2025-10
897,2025-10-03,Organic & Referral,2025-10
898,2025-10-27,Influencer - Macro,2025-10
899,2025-10-24,Paid Social,2025-10
900,2025-10-20,Organic & Referral,2025-10
901,2025-10-27,Paid Social,2025-10
902,2025-10-01,Organic & Referral,2025-10
903,2025-10-20,Paid Social,2025-10
904,2025-10-24,Organic & Referral,2025-10
905,2025-10-04,Paid Social,2025-10
906,2025-10-10,Paid Social,2025-10
907,2025-10-20,Influencer - Macro,2025-10
908,2025-10-24,Influencer - Micro,2025-10
909,2025-10-20,Paid Social,2025-10
910,2025-10-07,Influencer - Macro,2025-10
911,2025-10-11,Paid Social,2025-10
912,2025-10-22,Organic & Referral,2025-10
913,2025-10-07,Organic & Referral,2025-10
914,2025-10-02,Influencer - Micro,2025-10
915,2025-10-18,Organic & Referral,2025-10
916,2025-10-13,Influencer - Macro,2025-10
917,2025-10-13,Paid Social,2025-10
918,2025-10-04,Organic & Referral,2025-10
919,2025-10-14,Influencer - Macro,2025-10
920,2025-10-13,Influencer - Macro,2025-10
921,2025-11-11,Organic & Referral,2025-11
922,2025-11-12,Influencer - Macro,2025-11
923,2025-11-26,Paid Social,2025-11
924,2025-11-24,Paid Social,2025-11
925,2025-11-02,Organic & Referral,2025-11
926,2025-11-25,Influencer - Micro,2025-11
927,2025-11-14,Influencer - Micro,2025-11
928,2025-11-09,Paid Social,2025-11
929,2025-11-20,Organic & Referral,2025-11
930,2025-11-07,Paid Social,2025-11
931,2025-11-04,Paid Social,2025-11
932,2025-11-04,Influencer - Micro,2025-11
933,2025-11-26,Paid Social,2025-11
934,2025-11-12,Organic & Referral,2025-11
935,2025-11-11,Paid Social,2025-11
936,2025-11-08,Paid Social,2025-11
937,2025-11-24,Paid Social,2025-11
938,2025-11-27,Paid Social,2025-11
939,2025-11-23,Paid Social,2025-11
940,2025-11-04,Paid Social,2025-11
941,2025-11-26,Organic & Referral,2025-11
942,2025-11-14,Paid Social,2025-11
943,2025-11-09,Influencer - Micro,2025-11
944,2025-11-07,Paid Social,2025-11
945,2025-11-24,Influencer - Macro,2025-11
946,2025-11-06,Influencer - Micro,2025-11
947,2025-11-08,Influencer - Macro,2025-11
948,2025-11-14,Paid Social,2025-11
949,2025-11-10,Influencer - Micro,2025-11
950,2025-11-30,Influencer - Micro,2025-11
951,2025-11-27,Paid Social,2025-11
952,2025-11-15,Influencer - Micro,2025-11
953,2025-11-16,Paid Social,2025-11
954,2025-11-09,Organic & Referral,2025-11
955,2025-11-11,Paid Social,2025-11
956,2025-11-22,Influencer - Micro,2025-11
957,2025-11-26,Influencer - Micro,2025-11
958,2025-11-30,Paid Social,2025-11
959,2025-11-18,Paid Social,2025-11
960,2025-11-21,Influencer - Macro,2025-11
961,2025-11-16,Paid Social,2025-11
962,2025-11-07,Paid Social,2025-11
963,2025-11-18,Influencer - Micro,2025-11
964,2025-11-19,Paid Social,2025-11
965,2025-11-10,Influencer - Macro,2025-11
966,2025-11-04,Influencer - Micro,2025-11
967,2025-11-05,Organic & Referral,2025-11
968,2025-11-10,Influencer - Micro,2025-11
969,2025-11-09,Paid Social,2025-11
970,2025-11-10,Paid Social,2025-11
971,2025-11-30,Influencer - Micro,2025-11
972,2025-11-20,Organic & Referral,2025-11
973,2025-11-20,Influencer - Micro,2025-11
974,2025-11-26,Influencer - Micro,2025-11
975,2025-11-16,Organic & Referral,2025-11
976,2025-11-24,Paid Social,2025-11
977,2025-11-18,Paid Social,2025-11
978,2025-11-15,Influencer - Macro,2025-11
979,2025-11-24,Influencer - Macro,2025-11
980,2025-11-16,Paid Social,2025-11
981,2025-11-03,Influencer - Micro,2025-11
982,2025-11-08,Influencer - Micro,2025-11
983,2025-11-27,Paid Social,2025-11
984,2025-11-06,Influencer - Micro,2025-11
985,2025-11-30,Influencer - Macro,2025-11
986,2025-11-27,Influencer - Macro,2025-11
987,2025-11-25,Paid Social,2025-11
988,2025-11-09,Paid Social,2025-11
989,2025-11-22,Organic & Referral,2025-11
990,2025-11-28,Influencer - Macro,2025-11
991,2025-11-11,Influencer - Micro,2025-11
992,2025-11-09,Paid Social,2025-11
993,2025-11-16,Paid Social,2025-11
994,2025-11-15,Paid Social,2025-11
995,2025-11-22,Organic & Referral,2025-11
996,2025-11-13,Paid Social,2025-11
997,2025-11-13,Paid Social,2025-11
998,2025-11-29,Organic & Referral,2025-11
999,2025-11-04,Influencer - Macro,2025-11
1000,2025-11-28,Organic & Referral,2025-11
1001,2025-11-07,Paid Social,2025-11
1002,2025-11-19,Paid Social,2025-11
1003,2025-11-25,Organic & Referral,2025-11
1004,2025-11-11,Paid Social,2025-11
1005,2025-11-11,Paid Social,2025-11
1006,2025-11-06,Influencer - Micro,2025-11
1007,2025-11-16,Paid Social,2025-11
1008,2025-11-13,Paid Social,2025-11
1009,2025-11-02,Influencer - Micro,2025-11
1010,2025-11-28,Paid Social,2025-11
1011,2025-11-11,Paid Social,2025-11
1012,2025-11-02,Paid Social,2025-11
1013,2025-11-19,Influencer - Macro,2025-11
1014,2025-11-28,Paid Social,2025-11
1015,2025-11-27,Influencer - Macro,2025-11
1016,2025-11-30,Influencer - Macro,2025-11
1017,2025-11-01,Paid Social,2025-11
1018,2025-11-10,Influencer - Macro,2025-11
1019,2025-11-10,Influencer - Micro,2025-11
1020,2025-11-04,Paid Social,2025-11
1021,2025-11-23,Influencer - Micro,2025-11
1022,2025-11-04,Organic & Referral,2025-11
1023,2025-11-23,Organic & Referral,2025-11
1024,2025-11-01,Paid Social,2025-11
1025,2025-11-16,Organic & Referral,2025-11
1026,2025-11-12,Organic & Referral,2025-11
1027,2025-11-10,Influencer - Micro,2025-11
1028,2025-11-23,Paid Social,2025-11
1029,2025-11-04,Influencer - Macro,2025-11
1030,2025-11-23,Paid Social,2025-11
1031,2025-11-21,Paid Social,2025-11
1032,2025-11-12,Influencer - Macro,2025-11
1033,2025-11-27,Influencer - Micro,2025-11
1034,2025-11-23,Organic & Referral,2025-11
1035,2025-11-12,Influencer - Micro,2025-11
1036,2025-11-27,Influencer - Micro,2025-11
1037,2025-11-24,Influencer - Micro,2025-11
1038,2025-11-06,Paid Social,2025-11
1039,2025-11-08,Organic & Referral,2025-11
1040,2025-11-13,Paid Social,2025-11
1041,2025-11-22,Paid Social,2025-11
1042,2025-11-09,Influencer - Micro,2025-11
1043,2025-11-10,Influencer - Macro,2025-11
1044,2025-11-17,Paid Social,2025-11
1045,2025-11-20,Organic & Referral,2025-11
1046,2025-11-14,Paid Social,2025-11
1047,2025-11-11,Paid Social,2025-11
1048,2025-11-30,Paid Social,2025-11
1049,2025-11-27,Paid Social,2025-11
1050,2025-11-12,Paid Social,2025-11
1051,2025-11-27,Paid Social,2025-11
1052,2025-11-29,Paid Social,2025-11
1053,2025-11-26,Paid Social,2025-11
1054,2025-11-18,Organic & Referral,2025-11
1055,2025-11-30,Paid Social,2025-11
1056,2025-11-06,Influencer - Macro,2025-11
1057,2025-11-16,Influencer - Micro,2025-11
1058,2025-11-17,Paid Social,2025-11
1059,2025-11-30,Paid Social,2025-11
1060,2025-11-10,Paid Social,2025-11
1061,2025-12-04,Paid Social,2025-12
1062,2025-12-22,Paid Social,2025-12
1063,2025-12-30,Paid Social,2025-12
1064,2025-12-05,Influencer - Macro,2025-12
1065,2025-12-29,Paid Social,2025-12
1066,2025-12-10,Organic & Referral,2025-12
1067,2025-12-01,Influencer - Micro,2025-12
1068,2025-12-10,Influencer - Micro,2025-12
1069,2025-12-26,Influencer - Micro,2025-12
1070,2025-12-03,Paid Social,2025-12
1071,2025-12-01,Influencer - Micro,2025-12
1072,2025-12-26,Paid Social,2025-12
1073,2025-12-11,Paid Social,2025-12
1074,2025-12-01,Paid Social,2025-12
1075,2025-12-06,Paid Social,2025-12
1076,2025-12-06,Influencer - Macro,2025-12
1077,2025-12-02,Organic & Referral,2025-12
1078,2025-12-26,Paid Social,2025-12
1079,2025-12-25,Paid Social,2025-12
1080,2025-12-19,Influencer - Macro,2025-12
1081,2025-12-02,Paid Social,2025-12
1082,2025-12-17,Organic & Referral,2025-12
1083,2025-12-11,Influencer - Macro,2025-12
1084,2025-12-12,Influencer - Micro,2025-12
1085,2025-12-20,Influencer - Micro,2025-12
1086,2025-12-28,Paid Social,2025-12
1087,2025-12-11,Organic & Referral,2025-12
1088,2025-12-01,Paid Social,2025-12
1089,2025-12-08,Paid Social,2025-12
1090,2025-12-04,Paid Social,2025-12
1091,2025-12-12,Paid Social,2025-12
1092,2025-12-21,Influencer - Micro,2025-12
1093,2025-12-04,Influencer - Micro,2025-12
1094,2025-12-14,Paid Social,2025-12
1095,2025-12-09,Paid Social,2025-12
1096,2025-12-02,Paid Social,2025-12
1097,2025-12-05,Paid Social,2025-12
1098,2025-12-23,Organic & Referral,2025-12
1099,2025-12-26,Influencer - Micro,2025-12
1100,2025-12-15,Paid Social,2025-12
1101,2025-12-24,Influencer - Macro,2025-12
1102,2025-12-01,Organic & Referral,2025-12
1103,2025-12-18,Paid Social,2025-12
1104,2025-12-24,Influencer - Micro,2025-12
1105,2025-12-02,Influencer - Macro,2025-12
1106,2025-12-11,Paid Social,2025-12
1107,2025-12-28,Paid Social,2025-12
1108,2025-12-21,Paid Social,2025-12
1109,2025-12-29,Influencer - Micro,2025-12
1110,2025-12-27,Organic & Referral,2025-12
1111,2025-12-02,Paid Social,2025-12
1112,2025-12-11,Paid Social,2025-12
1113,2025-12-31,Paid Social,2025-12
1114,2025-12-21,Organic & Referral,2025-12
1115,2025-12-30,Organic & Referral,2025-12
1116,2025-12-07,Paid Social,2025-12
1117,2025-12-30,Paid Social,2025-12
1118,2025-12-09,Paid Social,2025-12
1119,2025-12-08,Organic & Referral,2025-12
1120,2025-12-18,Paid Social,2025-12
1121,2025-12-09,Influencer - Macro,2025-12
1122,2025-12-14,Influencer - Micro,2025-12
1123,2025-12-18,Organic & Referral,2025-12
1124,2025-12-23,Organic & Referral,2025-12
1125,2025-12-09,Organic & Referral,2025-12
1126,2025-12-08,Paid Social,2025-12
1127,2025-12-19,Paid Social,2025-12
1128,2025-12-10,Organic & Referral,2025-12
1129,2025-12-01,Paid Social,2025-12
1130,2025-12-24,Influencer - Micro,2025-12
1131,2025-12-14,Organic & Referral,2025-12
1132,2025-12-03,Influencer - Macro,2025-12
1133,2025-12-06,Paid Social,2025-12
1134,2025-12-20,Paid Social,2025-12
1135,2025-12-26,Paid Social,2025-12
1136,2025-12-14,Influencer - Micro,2025-12
1137,2025-12-06,Paid Social,2025-12
1138,2025-12-19,Influencer - Micro,2025-12
1139,2025-12-07,Organic & Referral,2025-12
1140,2025-12-17,Influencer - Micro,2025-12
1141,2025-12-07,Paid Social,2025-12
1142,2025-12-22,Paid Social,2025-12
1143,2025-12-21,Influencer - Micro,2025-12
1144,2025-12-27,Influencer - Micro,2025-12
1145,2025-12-31,Paid Social,2025-12
1146,2025-12-27,Influencer - Macro,2025-12
1147,2025-12-19,Influencer - Micro,2025-12
1148,2025-12-20,Paid Social,2025-12
1149,2025-12-08,Organic & Referral,2025-12
1150,2025-12-17,Paid Social,2025-12
1151,2025-12-28,Paid Social,2025-12
1152,2025-12-27,Organic & Referral,2025-12
1153,2025-12-04,Paid Social,2025-12
1154,2025-12-17,Paid Social,2025-12
1155,2025-12-27,Paid Social,2025-12
1156,2025-12-24,Paid Social,2025-12
1157,2025-12-22,Paid Social,2025-12
1158,2025-12-31,Paid Social,2025-12
1159,2025-12-03,Influencer - Macro,2025-12
1160,2025-12-28,Paid Social,2025-12
1161,2025-12-21,Influencer - Micro,2025-12
1162,2025-12-10,Paid Social,2025-12
1163,2025-12-16,Influencer - Micro,2025-12
1164,2025-12-03,Paid Social,2025-12
1165,2025-12-01,Paid Social,2025-12
1166,2025-12-12,Paid Social,2025-12
1167,2025-12-29,Influencer - Micro,2025-12
1168,2025-12-08,Influencer - Micro,2025-12
1169,2025-12-11,Organic & Referral,2025-12
1170,2025-12-07,Influencer - Micro,2025-12
